ticket,customer_id,complaint_category,complaint_date,severity
TICKET013902,CUST084914,Mobile App Issues,2024-10-04,10
TICKET013903,CUST059712,Account Locked,2024-09-06,5
TICKET013904,CUST089645,Card Not Working,2025-04-06,8
TICKET013905,CUST041587,Card Not Working,2024-10-10,2
TICKET013906,CUST093730,Card Not Working,2025-04-24,1
TICKET013907,CUST007918,ATM Withdrawal Failed,2024-08-05,4
TICKET013908,CUST080799,Poor Customer Service,2025-02-17,3
TICKET013909,CUST065855,Delayed Refund,2024-12-12,2
TICKET013910,CUST088256,ATM Withdrawal Failed,2024-11-04,7
TICKET013911,CUST004630,Incorrect Charges,2024-07-28,0
TICKET013912,CUST084201,Card Not Working,2025-01-23,6
TICKET013913,CUST039992,ATM Withdrawal Failed,2024-06-16,7
TICKET013914,CUST007407,Card Not Working,2024-09-25,7
TICKET013915,CUST063138,Incorrect Charges,2025-01-14,8
TICKET013916,CUST096277,Loan Application Rejected,2024-08-30,0
TICKET013917,CUST037654,Unauthorized Transaction,2025-03-25,0
TICKET013918,CUST083494,Incorrect Charges,2025-01-03,5
TICKET013919,CUST041458,ATM Withdrawal Failed,2024-11-01,7
TICKET013920,CUST027303,Loan Application Rejected,2024-09-28,5
TICKET013921,CUST066759,Incorrect Charges,2024-05-22,5
TICKET013922,CUST060633,Unauthorized Transaction,2024-06-15,3
TICKET013923,CUST073200,Mobile App Issues,2025-01-24,8
TICKET013924,CUST051095,Loan Application Rejected,2024-09-06,1
TICKET013925,CUST055517,Card Not Working,2024-12-30,10
TICKET013926,CUST005649,Delayed Refund,2024-06-13,8
TICKET013927,CUST091068,Unauthorized Transaction,2024-10-13,9
TICKET013928,CUST071623,Loan Application Rejected,2024-08-23,8
TICKET013929,CUST047532,Incorrect Charges,2025-02-19,8
TICKET013930,CUST015383,Card Not Working,2025-03-09,10
TICKET013931,CUST052137,Loan Application Rejected,2024-10-17,3
TICKET013932,CUST023647,Loan Application Rejected,2025-03-12,9
TICKET013933,CUST096053,ATM Withdrawal Failed,2024-05-21,0
TICKET013934,CUST097457,Mobile App Issues,2025-03-03,7
TICKET013935,CUST060046,Account Locked,2024-07-29,6
TICKET013936,CUST002045,Loan Application Rejected,2025-01-29,9
TICKET013937,CUST088199,Loan Application Rejected,2025-03-05,2
TICKET013938,CUST054537,Account Locked,2024-11-28,5
TICKET013939,CUST021227,KYC Verification Delay,2024-05-21,1
TICKET013940,CUST001044,Delayed Refund,2024-06-20,10
TICKET013941,CUST090136,Unauthorized Transaction,2024-10-15,8
TICKET013942,CUST033540,Unauthorized Transaction,2024-12-14,0
TICKET013943,CUST021086,Loan Application Rejected,2025-05-04,5
TICKET013944,CUST046511,ATM Withdrawal Failed,2024-06-05,1
TICKET013945,CUST060165,ATM Withdrawal Failed,2024-07-14,6
TICKET013946,CUST094791,Delayed Refund,2024-10-16,6
TICKET013947,CUST022154,ATM Withdrawal Failed,2025-02-10,0
TICKET013948,CUST028022,Poor Customer Service,2024-11-30,1
TICKET013949,CUST019236,Unauthorized Transaction,2025-03-19,10
TICKET013950,CUST080675,Account Locked,2025-03-21,8
TICKET013951,CUST024910,Mobile App Issues,2024-10-17,7
TICKET013952,CUST023579,Delayed Refund,2024-08-16,5
TICKET013953,CUST086614,Account Locked,2024-06-13,8
TICKET013954,CUST051566,Loan Application Rejected,2024-06-28,10
TICKET013955,CUST009560,Loan Application Rejected,2024-11-18,7
TICKET013956,CUST005845,Account Locked,2025-03-07,8
TICKET013957,CUST033056,Card Not Working,2024-08-09,0
TICKET013958,CUST048918,Unauthorized Transaction,2025-01-09,5
TICKET013959,CUST092284,Delayed Refund,2025-03-19,8
TICKET013960,CUST027698,Unauthorized Transaction,2024-07-15,0
TICKET013961,CUST055735,Loan Application Rejected,2024-09-10,0
TICKET013962,CUST070198,KYC Verification Delay,2024-12-18,7
TICKET013963,CUST053751,Poor Customer Service,2025-04-22,1
TICKET013964,CUST020511,Incorrect Charges,2024-09-26,0
TICKET013965,CUST064474,Card Not Working,2024-07-02,2
TICKET013966,CUST000466,Poor Customer Service,2024-09-05,5
TICKET013967,CUST074788,ATM Withdrawal Failed,2024-12-24,0
TICKET013968,CUST092017,Delayed Refund,2024-05-11,5
TICKET013969,CUST037750,ATM Withdrawal Failed,2025-03-10,7
TICKET013970,CUST046990,Delayed Refund,2024-12-01,0
TICKET013971,CUST022091,Loan Application Rejected,2024-09-28,0
TICKET013972,CUST051304,Card Not Working,2025-01-01,3
TICKET013973,CUST009632,Delayed Refund,2025-03-10,6
TICKET013974,CUST024182,Loan Application Rejected,2024-09-05,1
TICKET013975,CUST098026,Poor Customer Service,2024-12-03,7
TICKET013976,CUST027039,ATM Withdrawal Failed,2025-04-15,1
TICKET013977,CUST001913,Loan Application Rejected,2024-10-04,1
TICKET013978,CUST054015,KYC Verification Delay,2024-07-06,6
TICKET013979,CUST090947,Unauthorized Transaction,2025-02-08,4
TICKET013980,CUST012163,Delayed Refund,2024-10-04,3
TICKET013981,CUST015195,Loan Application Rejected,2025-04-15,3
TICKET013982,CUST000046,Delayed Refund,2024-07-11,8
TICKET013983,CUST099038,Mobile App Issues,2024-11-04,8
TICKET013984,CUST074761,Incorrect Charges,2024-07-25,10
TICKET013985,CUST090913,Card Not Working,2024-09-24,8
TICKET013986,CUST062619,Incorrect Charges,2025-02-23,0
TICKET013987,CUST036848,ATM Withdrawal Failed,2024-07-07,0
TICKET013988,CUST041366,Card Not Working,2024-12-08,2
TICKET013989,CUST047718,Card Not Working,2025-02-15,5
TICKET013990,CUST025967,Card Not Working,2024-12-01,2
TICKET013991,CUST018782,Mobile App Issues,2024-11-14,4
TICKET013992,CUST020471,ATM Withdrawal Failed,2025-04-03,8
TICKET013993,CUST045657,Unauthorized Transaction,2025-04-15,3
TICKET013994,CUST029681,Account Locked,2024-11-17,7
TICKET013995,CUST028764,Card Not Working,2025-03-21,2
TICKET013996,CUST073785,Loan Application Rejected,2025-04-08,9
TICKET013997,CUST050503,Incorrect Charges,2025-01-11,7
TICKET013998,CUST097911,Account Locked,2024-12-19,8
TICKET013999,CUST017954,Incorrect Charges,2024-10-21,4
TICKET014000,CUST000931,Poor Customer Service,2025-04-14,0
TICKET014001,CUST044022,KYC Verification Delay,2024-05-12,5
TICKET014002,CUST051264,Delayed Refund,2025-04-13,8
TICKET014003,CUST078597,Incorrect Charges,2024-05-20,2
TICKET014004,CUST021240,Poor Customer Service,2024-08-07,6
TICKET014005,CUST028201,Card Not Working,2025-05-03,2
TICKET014006,CUST053354,Loan Application Rejected,2024-12-26,0
TICKET014007,CUST004700,Account Locked,2025-03-28,2
TICKET014008,CUST096112,Mobile App Issues,2025-04-16,4
TICKET014009,CUST077331,Mobile App Issues,2024-08-22,8
TICKET014010,CUST076264,Loan Application Rejected,2025-02-14,3
TICKET014011,CUST012049,Poor Customer Service,2024-05-11,4
TICKET014012,CUST014075,Account Locked,2024-08-08,2
TICKET014013,CUST098720,Unauthorized Transaction,2025-01-18,2
TICKET014014,CUST041654,Mobile App Issues,2024-10-20,9
TICKET014015,CUST068145,Unauthorized Transaction,2024-06-09,2
TICKET014016,CUST074424,KYC Verification Delay,2024-06-21,4
TICKET014017,CUST092064,Unauthorized Transaction,2024-10-16,9
TICKET014018,CUST068659,Unauthorized Transaction,2024-12-01,1
TICKET014019,CUST008170,Incorrect Charges,2024-06-24,5
TICKET014020,CUST070834,Account Locked,2024-11-14,0
TICKET014021,CUST030991,KYC Verification Delay,2024-05-20,4
TICKET014022,CUST005023,Delayed Refund,2024-06-26,6
TICKET014023,CUST092087,Delayed Refund,2024-05-09,1
TICKET014024,CUST083585,Loan Application Rejected,2024-10-03,9
TICKET014025,CUST049200,KYC Verification Delay,2024-08-20,4
TICKET014026,CUST028890,Delayed Refund,2024-09-30,0
TICKET014027,CUST069034,Mobile App Issues,2025-02-13,10
TICKET014028,CUST057536,ATM Withdrawal Failed,2024-08-13,9
TICKET014029,CUST010697,Account Locked,2025-04-11,3
TICKET014030,CUST089995,KYC Verification Delay,2025-04-01,3
TICKET014031,CUST045723,Delayed Refund,2025-01-12,3
TICKET014032,CUST091525,Card Not Working,2024-06-19,2
TICKET014033,CUST012273,Incorrect Charges,2024-11-18,4
TICKET014034,CUST052796,Card Not Working,2024-07-06,10
TICKET014035,CUST013511,Account Locked,2024-07-29,7
TICKET014036,CUST061017,Incorrect Charges,2024-10-23,1
TICKET014037,CUST081783,Incorrect Charges,2024-09-14,10
TICKET014038,CUST091861,Incorrect Charges,2024-08-30,3
TICKET014039,CUST024238,Unauthorized Transaction,2024-06-08,10
TICKET014040,CUST003335,ATM Withdrawal Failed,2025-02-22,8
TICKET014041,CUST095234,ATM Withdrawal Failed,2024-10-14,7
TICKET014042,CUST075680,Incorrect Charges,2024-12-22,8
TICKET014043,CUST027245,Mobile App Issues,2024-10-05,10
TICKET014044,CUST090165,Incorrect Charges,2024-10-27,3
TICKET014045,CUST001547,Unauthorized Transaction,2025-01-08,0
TICKET014046,CUST005949,Delayed Refund,2025-03-07,5
TICKET014047,CUST053300,KYC Verification Delay,2024-06-19,5
TICKET014048,CUST021011,Poor Customer Service,2024-10-08,0
TICKET014049,CUST026077,Delayed Refund,2025-04-01,10
TICKET014050,CUST070767,Card Not Working,2024-05-12,4
TICKET014051,CUST078986,Mobile App Issues,2024-06-10,8
TICKET014052,CUST071445,Loan Application Rejected,2024-05-12,5
TICKET014053,CUST093909,Card Not Working,2025-01-21,4
TICKET014054,CUST065184,Card Not Working,2024-06-26,8
TICKET014055,CUST066944,Card Not Working,2024-10-25,8
TICKET014056,CUST016474,Loan Application Rejected,2024-09-18,5
TICKET014057,CUST025517,Account Locked,2025-01-11,5
TICKET014058,CUST060108,Delayed Refund,2025-02-16,0
TICKET014059,CUST043472,Card Not Working,2024-05-25,9
TICKET014060,CUST081294,Account Locked,2024-11-09,5
TICKET014061,CUST007048,Incorrect Charges,2025-05-06,0
TICKET014062,CUST098793,Incorrect Charges,2025-03-21,7
TICKET014063,CUST048612,Delayed Refund,2024-12-23,9
TICKET014064,CUST020251,Poor Customer Service,2024-10-18,8
TICKET014065,CUST004798,ATM Withdrawal Failed,2025-02-27,1
TICKET014066,CUST079414,Mobile App Issues,2024-12-27,4
TICKET014067,CUST012940,Account Locked,2025-05-01,6
TICKET014068,CUST022601,Account Locked,2025-04-19,0
TICKET014069,CUST028335,Loan Application Rejected,2024-06-01,10
TICKET014070,CUST053001,ATM Withdrawal Failed,2024-10-16,0
TICKET014071,CUST009567,Account Locked,2025-04-13,0
TICKET014072,CUST028413,Mobile App Issues,2025-02-15,0
TICKET014073,CUST084109,Loan Application Rejected,2024-08-07,4
TICKET014074,CUST029972,Incorrect Charges,2025-04-15,5
TICKET014075,CUST084019,Incorrect Charges,2025-03-07,8
TICKET014076,CUST034107,Loan Application Rejected,2025-02-20,8
TICKET014077,CUST073254,ATM Withdrawal Failed,2024-07-18,4
TICKET014078,CUST073924,Account Locked,2024-05-19,1
TICKET014079,CUST001203,Poor Customer Service,2024-08-21,5
TICKET014080,CUST021112,KYC Verification Delay,2024-12-29,8
TICKET014081,CUST089601,Loan Application Rejected,2025-02-22,8
TICKET014082,CUST098694,Mobile App Issues,2024-07-04,3
TICKET014083,CUST019274,Mobile App Issues,2024-10-08,8
TICKET014084,CUST069860,Mobile App Issues,2025-04-27,3
TICKET014085,CUST033346,Mobile App Issues,2024-06-19,5
TICKET014086,CUST041168,Mobile App Issues,2024-07-21,2
TICKET014087,CUST076318,Mobile App Issues,2025-03-21,1
TICKET014088,CUST086786,Delayed Refund,2024-09-02,6
TICKET014089,CUST055429,KYC Verification Delay,2024-06-22,2
TICKET014090,CUST046845,Delayed Refund,2024-10-17,5
TICKET014091,CUST000408,Unauthorized Transaction,2024-07-26,0
TICKET014092,CUST050138,Unauthorized Transaction,2024-07-29,7
TICKET014093,CUST002400,ATM Withdrawal Failed,2025-02-12,2
TICKET014094,CUST024689,Poor Customer Service,2024-12-08,3
TICKET014095,CUST011933,Card Not Working,2024-11-26,10
TICKET014096,CUST065722,Account Locked,2024-08-13,4
TICKET014097,CUST045431,Incorrect Charges,2024-05-17,1
TICKET014098,CUST017015,Poor Customer Service,2024-09-04,4
TICKET014099,CUST028692,Incorrect Charges,2025-03-28,4
TICKET014100,CUST097593,KYC Verification Delay,2025-02-10,1
TICKET014101,CUST084231,KYC Verification Delay,2024-09-16,10
TICKET014102,CUST030957,ATM Withdrawal Failed,2025-03-17,4
TICKET014103,CUST042634,Incorrect Charges,2024-10-04,3
TICKET014104,CUST095446,Mobile App Issues,2024-06-17,1
TICKET014105,CUST076818,Incorrect Charges,2024-08-23,8
TICKET014106,CUST088170,Card Not Working,2024-05-07,8
TICKET014107,CUST050889,Unauthorized Transaction,2024-07-20,7
TICKET014108,CUST090455,Incorrect Charges,2024-07-24,1
TICKET014109,CUST081998,KYC Verification Delay,2024-10-30,8
TICKET014110,CUST073857,Mobile App Issues,2025-01-26,9
TICKET014111,CUST085242,KYC Verification Delay,2024-05-13,10
TICKET014112,CUST081134,Incorrect Charges,2024-06-26,8
TICKET014113,CUST051322,Poor Customer Service,2025-03-23,8
TICKET014114,CUST074595,Card Not Working,2024-08-19,3
TICKET014115,CUST089961,KYC Verification Delay,2024-07-30,7
TICKET014116,CUST042603,Loan Application Rejected,2024-12-30,8
TICKET014117,CUST021474,Delayed Refund,2024-09-19,6
TICKET014118,CUST040967,ATM Withdrawal Failed,2025-03-09,3
TICKET014119,CUST098524,Card Not Working,2025-02-28,4
TICKET014120,CUST047658,Card Not Working,2024-11-13,4
TICKET014121,CUST042703,Unauthorized Transaction,2024-12-29,0
TICKET014122,CUST064275,Delayed Refund,2024-07-26,0
TICKET014123,CUST076942,Card Not Working,2025-02-16,0
TICKET014124,CUST077263,Unauthorized Transaction,2024-05-31,0
TICKET014125,CUST083552,Card Not Working,2024-08-02,4
TICKET014126,CUST071274,ATM Withdrawal Failed,2024-05-13,2
TICKET014127,CUST006872,Incorrect Charges,2024-12-24,9
TICKET014128,CUST054652,KYC Verification Delay,2024-10-17,10
TICKET014129,CUST040055,Delayed Refund,2024-07-19,9
TICKET014130,CUST038845,Mobile App Issues,2025-02-27,10
TICKET014131,CUST077244,Unauthorized Transaction,2024-07-23,6
TICKET014132,CUST029570,Mobile App Issues,2025-03-10,2
TICKET014133,CUST074456,ATM Withdrawal Failed,2025-04-21,8
TICKET014134,CUST028098,Mobile App Issues,2024-10-14,1
TICKET014135,CUST053109,Mobile App Issues,2024-10-18,4
TICKET014136,CUST035567,Delayed Refund,2024-05-24,10
TICKET014137,CUST042893,Account Locked,2024-07-28,3
TICKET014138,CUST015222,Mobile App Issues,2024-11-27,5
TICKET014139,CUST031344,Incorrect Charges,2025-04-07,5
TICKET014140,CUST009645,Unauthorized Transaction,2024-09-24,1
TICKET014141,CUST059220,Poor Customer Service,2024-07-01,9
TICKET014142,CUST054326,Mobile App Issues,2025-03-13,3
TICKET014143,CUST041263,Loan Application Rejected,2025-02-08,5
TICKET014144,CUST036669,ATM Withdrawal Failed,2025-04-14,7
TICKET014145,CUST071915,Mobile App Issues,2025-02-11,7
TICKET014146,CUST054610,Delayed Refund,2024-10-01,4
TICKET014147,CUST052638,Poor Customer Service,2024-10-07,6
TICKET014148,CUST037874,KYC Verification Delay,2024-07-18,2
TICKET014149,CUST016889,Unauthorized Transaction,2025-01-19,9
TICKET014150,CUST068310,Delayed Refund,2024-11-05,0
TICKET014151,CUST043322,Account Locked,2024-05-18,0
TICKET014152,CUST061221,Delayed Refund,2025-02-17,10
TICKET014153,CUST057162,Incorrect Charges,2025-01-07,0
TICKET014154,CUST064041,ATM Withdrawal Failed,2025-03-29,6
TICKET014155,CUST043991,Card Not Working,2025-03-16,5
TICKET014156,CUST096297,Delayed Refund,2024-10-16,10
TICKET014157,CUST048536,Poor Customer Service,2024-05-25,1
TICKET014158,CUST087391,Incorrect Charges,2025-02-22,4
TICKET014159,CUST067682,Account Locked,2024-09-07,7
TICKET014160,CUST057702,Delayed Refund,2024-05-08,9
TICKET014161,CUST055976,Card Not Working,2024-10-14,4
TICKET014162,CUST041035,Incorrect Charges,2025-03-06,5
TICKET014163,CUST064930,KYC Verification Delay,2024-09-07,5
TICKET014164,CUST084853,KYC Verification Delay,2025-04-16,8
TICKET014165,CUST057451,Poor Customer Service,2024-12-09,4
TICKET014166,CUST072041,ATM Withdrawal Failed,2024-12-25,2
TICKET014167,CUST030320,Loan Application Rejected,2024-07-22,3
TICKET014168,CUST001003,Poor Customer Service,2025-04-18,7
TICKET014169,CUST001749,Delayed Refund,2024-11-06,2
TICKET014170,CUST085930,Incorrect Charges,2025-05-02,3
TICKET014171,CUST097190,ATM Withdrawal Failed,2025-01-13,1
TICKET014172,CUST051994,ATM Withdrawal Failed,2024-10-19,6
TICKET014173,CUST085954,Loan Application Rejected,2024-09-22,3
TICKET014174,CUST005021,Poor Customer Service,2024-10-01,6
TICKET014175,CUST066353,ATM Withdrawal Failed,2024-09-06,6
TICKET014176,CUST082305,Account Locked,2024-07-10,8
TICKET014177,CUST091430,Unauthorized Transaction,2025-02-08,8
TICKET014178,CUST032042,Account Locked,2024-05-07,2
TICKET014179,CUST068591,Delayed Refund,2025-04-30,5
TICKET014180,CUST099386,Mobile App Issues,2025-04-03,4
TICKET014181,CUST096779,Card Not Working,2024-05-23,1
TICKET014182,CUST095326,Loan Application Rejected,2024-12-29,2
TICKET014183,CUST030126,Delayed Refund,2024-06-05,2
TICKET014184,CUST096137,Mobile App Issues,2024-11-07,10
TICKET014185,CUST062812,Delayed Refund,2024-09-15,5
TICKET014186,CUST087818,Unauthorized Transaction,2024-12-13,6
TICKET014187,CUST038704,Poor Customer Service,2024-10-21,10
TICKET014188,CUST007142,Account Locked,2025-03-03,1
TICKET014189,CUST031532,Delayed Refund,2024-10-09,8
TICKET014190,CUST013465,KYC Verification Delay,2024-06-07,6
TICKET014191,CUST044429,KYC Verification Delay,2024-05-16,5
TICKET014192,CUST013054,Loan Application Rejected,2025-04-19,2
TICKET014193,CUST081368,Incorrect Charges,2024-07-11,1
TICKET014194,CUST044033,ATM Withdrawal Failed,2024-08-19,4
TICKET014195,CUST052748,Incorrect Charges,2025-01-11,8
TICKET014196,CUST009256,KYC Verification Delay,2025-01-19,10
TICKET014197,CUST046388,Delayed Refund,2024-07-01,6
TICKET014198,CUST070117,Incorrect Charges,2024-10-17,1
TICKET014199,CUST012250,Delayed Refund,2024-07-30,4
TICKET014200,CUST094039,KYC Verification Delay,2025-04-11,2
TICKET014201,CUST059434,Unauthorized Transaction,2024-10-22,1
TICKET014202,CUST088174,Card Not Working,2025-01-03,1
TICKET014203,CUST032570,Delayed Refund,2025-03-30,5
TICKET014204,CUST086485,Unauthorized Transaction,2024-08-01,2
TICKET014205,CUST002835,Card Not Working,2024-08-24,9
TICKET014206,CUST064287,Delayed Refund,2025-04-03,4
TICKET014207,CUST055642,Delayed Refund,2025-01-04,9
TICKET014208,CUST020300,Unauthorized Transaction,2024-08-21,0
TICKET014209,CUST051560,Mobile App Issues,2024-11-17,0
TICKET014210,CUST041918,Account Locked,2024-11-07,9
TICKET014211,CUST065864,KYC Verification Delay,2024-11-18,5
TICKET014212,CUST082218,KYC Verification Delay,2025-03-25,7
TICKET014213,CUST076834,Delayed Refund,2024-08-29,6
TICKET014214,CUST064057,Mobile App Issues,2024-10-11,4
TICKET014215,CUST085126,Poor Customer Service,2024-10-12,2
TICKET014216,CUST062867,Loan Application Rejected,2024-06-11,2
TICKET014217,CUST004512,Account Locked,2025-01-15,10
TICKET014218,CUST017562,Unauthorized Transaction,2024-11-07,8
TICKET014219,CUST071517,KYC Verification Delay,2024-12-06,0
TICKET014220,CUST036492,KYC Verification Delay,2025-02-03,3
TICKET014221,CUST077470,Account Locked,2025-03-10,1
TICKET014222,CUST012118,Loan Application Rejected,2025-03-15,0
TICKET014223,CUST024851,KYC Verification Delay,2025-03-16,0
TICKET014224,CUST079374,Poor Customer Service,2025-01-22,0
TICKET014225,CUST040927,Account Locked,2025-04-09,3
TICKET014226,CUST053437,Account Locked,2024-12-11,7
TICKET014227,CUST021129,Unauthorized Transaction,2024-05-16,3
TICKET014228,CUST065507,Loan Application Rejected,2025-01-22,7
TICKET014229,CUST068661,Incorrect Charges,2024-11-01,4
TICKET014230,CUST098194,Account Locked,2025-01-30,8
TICKET014231,CUST051989,ATM Withdrawal Failed,2024-08-07,6
TICKET014232,CUST057970,Loan Application Rejected,2024-07-22,6
TICKET014233,CUST059898,Mobile App Issues,2025-01-05,10
TICKET014234,CUST047677,Delayed Refund,2024-12-25,2
TICKET014235,CUST073083,Loan Application Rejected,2025-01-29,2
TICKET014236,CUST092794,Loan Application Rejected,2024-07-23,3
TICKET014237,CUST045712,KYC Verification Delay,2024-12-20,0
TICKET014238,CUST032688,Delayed Refund,2024-08-04,0
TICKET014239,CUST001521,Loan Application Rejected,2025-01-18,4
TICKET014240,CUST047104,Delayed Refund,2024-09-01,7
TICKET014241,CUST060642,Card Not Working,2025-02-04,8
TICKET014242,CUST065163,ATM Withdrawal Failed,2024-07-08,7
TICKET014243,CUST072239,KYC Verification Delay,2025-02-16,7
TICKET014244,CUST059466,Poor Customer Service,2025-01-09,10
TICKET014245,CUST023093,Account Locked,2025-02-28,9
TICKET014246,CUST045834,Poor Customer Service,2025-01-28,4
TICKET014247,CUST081992,KYC Verification Delay,2025-01-10,9
TICKET014248,CUST009728,Unauthorized Transaction,2024-06-01,10
TICKET014249,CUST038551,Unauthorized Transaction,2025-02-12,1
TICKET014250,CUST074636,Poor Customer Service,2024-05-17,2
TICKET014251,CUST088952,Poor Customer Service,2024-10-13,6
TICKET014252,CUST075293,Delayed Refund,2024-12-20,3
TICKET014253,CUST064597,ATM Withdrawal Failed,2025-04-23,0
TICKET014254,CUST013610,Account Locked,2025-02-05,8
TICKET014255,CUST063969,Card Not Working,2025-01-18,10
TICKET014256,CUST027256,Incorrect Charges,2024-06-07,6
TICKET014257,CUST049233,KYC Verification Delay,2025-04-29,8
TICKET014258,CUST075356,Loan Application Rejected,2024-07-08,3
TICKET014259,CUST029827,Loan Application Rejected,2025-01-23,10
TICKET014260,CUST069072,Unauthorized Transaction,2024-09-03,5
TICKET014261,CUST031425,Poor Customer Service,2024-05-10,9
TICKET014262,CUST030613,Account Locked,2024-10-24,7
TICKET014263,CUST017301,Account Locked,2024-09-30,4
TICKET014264,CUST044042,Account Locked,2025-04-30,6
TICKET014265,CUST075970,KYC Verification Delay,2024-07-29,5
TICKET014266,CUST098134,Unauthorized Transaction,2024-06-27,7
TICKET014267,CUST024710,Loan Application Rejected,2024-05-26,2
TICKET014268,CUST090458,Unauthorized Transaction,2024-07-07,9
TICKET014269,CUST048833,Delayed Refund,2024-12-16,6
TICKET014270,CUST033617,KYC Verification Delay,2024-05-14,6
TICKET014271,CUST084998,Account Locked,2024-11-24,9
TICKET014272,CUST098995,Delayed Refund,2025-02-03,4
TICKET014273,CUST065267,Loan Application Rejected,2024-05-29,5
TICKET014274,CUST030290,Delayed Refund,2024-06-18,7
TICKET014275,CUST015005,Mobile App Issues,2024-09-03,0
TICKET014276,CUST095517,Delayed Refund,2024-12-09,6
TICKET014277,CUST071520,Mobile App Issues,2024-08-22,8
TICKET014278,CUST084516,Unauthorized Transaction,2024-12-27,0
TICKET014279,CUST069327,Card Not Working,2024-10-04,9
TICKET014280,CUST041317,KYC Verification Delay,2024-06-11,7
TICKET014281,CUST089848,Unauthorized Transaction,2024-12-17,3
TICKET014282,CUST025781,Incorrect Charges,2024-09-24,8
TICKET014283,CUST031139,Card Not Working,2024-12-22,6
TICKET014284,CUST081962,ATM Withdrawal Failed,2025-01-28,1
TICKET014285,CUST097942,ATM Withdrawal Failed,2024-08-28,1
TICKET014286,CUST043486,Loan Application Rejected,2025-01-15,9
TICKET014287,CUST042418,Incorrect Charges,2025-03-20,0
TICKET014288,CUST093071,Poor Customer Service,2024-08-10,8
TICKET014289,CUST035717,ATM Withdrawal Failed,2024-09-23,3
TICKET014290,CUST074024,Mobile App Issues,2024-05-28,10
TICKET014291,CUST088433,Account Locked,2025-04-07,4
TICKET014292,CUST055988,Poor Customer Service,2024-12-30,8
TICKET014293,CUST021245,KYC Verification Delay,2024-06-03,1
TICKET014294,CUST000092,Delayed Refund,2024-05-14,1
TICKET014295,CUST021623,Unauthorized Transaction,2024-07-07,0
TICKET014296,CUST069712,Mobile App Issues,2025-03-15,10
TICKET014297,CUST046098,Poor Customer Service,2025-01-13,10
TICKET014298,CUST095736,Account Locked,2024-06-29,3
TICKET014299,CUST051470,Unauthorized Transaction,2024-11-30,7
TICKET014300,CUST080151,Unauthorized Transaction,2025-02-09,6
TICKET014301,CUST029925,Loan Application Rejected,2025-04-19,3
TICKET014302,CUST083965,Loan Application Rejected,2024-09-12,7
TICKET014303,CUST051976,Loan Application Rejected,2024-09-03,2
TICKET014304,CUST029595,Loan Application Rejected,2025-02-17,3
TICKET014305,CUST003257,Incorrect Charges,2025-03-10,2
TICKET014306,CUST063504,Loan Application Rejected,2025-05-01,9
TICKET014307,CUST018252,Poor Customer Service,2024-07-05,3
TICKET014308,CUST098812,Delayed Refund,2025-01-28,9
TICKET014309,CUST077285,Loan Application Rejected,2024-08-10,0
TICKET014310,CUST014648,Loan Application Rejected,2024-07-20,0
TICKET014311,CUST072171,Account Locked,2025-02-06,10
TICKET014312,CUST082668,Loan Application Rejected,2025-02-04,1
TICKET014313,CUST024733,Account Locked,2024-05-22,8
TICKET014314,CUST018409,Card Not Working,2024-10-12,1
TICKET014315,CUST020739,KYC Verification Delay,2024-12-29,3
TICKET014316,CUST032345,Card Not Working,2025-03-26,9
TICKET014317,CUST071313,Delayed Refund,2024-08-11,10
TICKET014318,CUST092707,Mobile App Issues,2024-09-25,9
TICKET014319,CUST087969,Unauthorized Transaction,2024-05-18,3
TICKET014320,CUST009660,Poor Customer Service,2025-04-28,8
TICKET014321,CUST055657,Poor Customer Service,2025-04-26,4
TICKET014322,CUST072551,KYC Verification Delay,2025-04-13,1
TICKET014323,CUST081418,KYC Verification Delay,2025-01-30,10
TICKET014324,CUST085071,ATM Withdrawal Failed,2024-07-03,2
TICKET014325,CUST051466,Loan Application Rejected,2024-10-18,5
TICKET014326,CUST093949,Loan Application Rejected,2025-02-17,8
TICKET014327,CUST099248,Incorrect Charges,2025-04-12,0
TICKET014328,CUST074960,Delayed Refund,2024-11-18,8
TICKET014329,CUST049358,Account Locked,2024-11-03,2
TICKET014330,CUST030202,Poor Customer Service,2024-09-01,6
TICKET014331,CUST019809,Delayed Refund,2024-09-01,10
TICKET014332,CUST099206,Incorrect Charges,2024-07-23,8
TICKET014333,CUST002404,Incorrect Charges,2024-12-18,6
TICKET014334,CUST083519,Card Not Working,2024-07-27,3
TICKET014335,CUST004178,ATM Withdrawal Failed,2024-08-13,10
TICKET014336,CUST007367,KYC Verification Delay,2024-10-22,8
TICKET014337,CUST045361,Account Locked,2025-02-15,1
TICKET014338,CUST032017,KYC Verification Delay,2025-03-11,9
TICKET014339,CUST015625,Poor Customer Service,2025-04-24,0
TICKET014340,CUST048681,Card Not Working,2024-08-20,2
TICKET014341,CUST043198,Account Locked,2025-03-14,3
TICKET014342,CUST003432,Card Not Working,2025-02-08,8
TICKET014343,CUST017450,Loan Application Rejected,2024-11-03,9
TICKET014344,CUST080318,Incorrect Charges,2025-01-22,10
TICKET014345,CUST096199,Card Not Working,2024-11-20,1
TICKET014346,CUST086780,Mobile App Issues,2024-05-29,2
TICKET014347,CUST051661,KYC Verification Delay,2024-07-28,6
TICKET014348,CUST099009,Loan Application Rejected,2024-11-11,1
TICKET014349,CUST066020,Unauthorized Transaction,2024-08-08,1
