customer_id|loan_type|amount_utilized|utilization_date|loan_reason
CUST079630|Auto Loan|227000|2024-09-15|I would like to inform you that the revised contract terms are reviewed and accepted
CUST037418|Travel Loan|359000|2024-08-16|We are awaiting your confirmation that we maintain open communication during the implementation period
CUST068326|Auto Loan|401000|2024-07-28|Thank you for your attention that we maintain open communication during the implementation period
CUST035804|Travel Loan|510000|2024-08-03|It would be awesome if we could try that new pizza place everyone keeps recommending
CUST053611|Medical Loan|214000|2024-09-14|We seriously need to we could grab dinner sometime this week and catch up properly
CUST073206|Loan Against Deposit|48000|2024-09-07|Thank you for your attention that your valuable feedback is shared with the broader management team
CUST079405|Home Loan|35000|2025-03-18|Let me know if we could go for a hike if the weather stays good
CUST036483|Credit Card Loan|135000|2024-09-26|I finally got time to we could host a small get-together at my place this weekend
CUST078053|Credit Card Loan|845000|2024-09-29|Thinking we should we could hang out by the beach before it gets colder again
CUST059829|Credit Card Loan|773000|2025-02-10|We should arrange a meeting that the updated policy guidelines have been distributed to all departments
CUST029095|Travel Loan|279000|2024-08-15|I would like to inform you that the invoice details are correctly reflected in your records
CUST015970|Medical Loan|777000|2025-03-07|Hey I was thinking we could book tickets for that concert happening next month
CUST098244|Personal Loan|105000|2024-11-27|You should definitely join we could hang out by the beach before it gets colder again
CUST059687|Medical Loan|79000|2024-08-31|Thank you for your attention that your valuable feedback is shared with the broader management team
CUST035005|Top-Up Loan|612000|2024-08-10|Kindly let me know that the invoice details are correctly reflected in your records
CUST000390|Loan Against Deposit|320000|2024-05-19|I would like to inform you that we maintain open communication during the implementation period
CUST019101|Travel Loan|700000|2024-09-05|Hey I was thinking we could start working on that project idea we joked about earlier
CUST042545|Loan Against Deposit|296000|2024-09-08|You should definitely join we could hang out by the beach before it gets colder again
CUST009769|Top-Up Loan|144000|2024-08-21|We are awaiting your confirmation that your comments are incorporated into the final version of the agreement
CUST037592|Top-Up Loan|155000|2025-03-16|We seriously need to we could spend a lazy Sunday just binge-watching old shows
CUST058180|Auto Loan|14000|2025-03-18|Hey I was thinking we could hang out by the beach before it gets colder again
CUST032746|Personal Loan|609000|2024-11-05|It has been way too long since we could start working on that project idea we joked about earlier
CUST077469|Loan Against Deposit|594000|2024-11-27|Please do not hesitate to reach out that the invoice details are correctly reflected in your records
CUST090281|Loan Against Deposit|527000|2024-12-14|I would like to inform you that the revised contract terms are reviewed and accepted
CUST033685|Education Loan|724000|2025-03-19|We seriously need to we could go for a hike if the weather stays good
CUST083459|Business Loan|685000|2024-12-20|It would be greatly appreciated if that the revised contract terms are reviewed and accepted
CUST051445|Travel Loan|447000|2025-02-14|We are awaiting your confirmation that your comments are incorporated into the final version of the agreement
CUST012001|Auto Loan|407000|2024-09-08|You should definitely join we could hang out by the beach before it gets colder again
CUST072078|Top-Up Loan|710000|2024-11-22|We are awaiting your confirmation that we maintain open communication during the implementation period
CUST044873|Education Loan|97000|2024-05-27|We seriously need to we could grab dinner sometime this week and catch up properly
CUST056351|Top-Up Loan|221000|2025-04-18|It would be greatly appreciated if that your comments are incorporated into the final version of the agreement
CUST050065|Credit Card Loan|291000|2024-10-16|It would be awesome if we could go on a spontaneous road trip without much planning
CUST003412|Top-Up Loan|359000|2025-03-28|It would be awesome if we could grab dinner sometime this week and catch up properly
CUST013555|Top-Up Loan|759000|2024-11-27|We should arrange a meeting that the scheduled timeline for the project remains unchanged
CUST017400|Home Loan|530000|2024-12-10|I would like to inform you that all compliance requirements have been successfully met
CUST066828|Credit Card Loan|100000|2024-12-24|Please ensure that that the invoice details are correctly reflected in your records
CUST074807|Loan Against Deposit|127000|2024-11-06|Just wanted to say we could go on a spontaneous road trip without much planning
CUST083732|Business Loan|113000|2024-11-28|Let me know if we could host a small get-together at my place this weekend
CUST088610|Education Loan|126000|2024-12-20|Thank you for your attention that all compliance requirements have been successfully met
CUST080630|Top-Up Loan|900000|2025-02-28|It would be awesome if we could book tickets for that concert happening next month
CUST066594|Loan Against Deposit|47000|2025-02-23|Maybe we can plan something we could try that new pizza place everyone keeps recommending
CUST086321|Education Loan|150000|2024-11-30|Let me know if we could go for a hike if the weather stays good
CUST079530|Personal Loan|760000|2024-11-21|It has been way too long since we could try that new pizza place everyone keeps recommending
CUST003369|Medical Loan|756000|2024-06-27|Hey I was thinking we could go for a hike if the weather stays good
CUST078939|Education Loan|260000|2024-08-19|We should arrange a meeting that there are no pending items before the closure of this phase
CUST080494|Business Loan|601000|2024-08-19|I finally got time to we could start working on that project idea we joked about earlier
CUST059116|Business Loan|297000|2024-12-06|The requested documents have been prepared and that the updated policy guidelines have been distributed to all departments
CUST077602|Travel Loan|572000|2024-07-27|The requested documents have been prepared and that all compliance requirements have been successfully met
CUST075362|Loan Against Deposit|461000|2024-12-25|Please ensure that that the revised contract terms are reviewed and accepted
CUST061981|Loan Against Deposit|621000|2024-08-26|Please do not hesitate to reach out that we maintain open communication during the implementation period
CUST080267|Loan Against Deposit|551000|2024-09-28|Please ensure that that your valuable feedback is shared with the broader management team
CUST021471|Top-Up Loan|226000|2024-10-15|I finally got time to we could check out that new movie you mentioned last month
CUST088697|Medical Loan|301000|2024-06-13|I would like to inform you that all compliance requirements have been successfully met
CUST062852|Auto Loan|499000|2025-01-18|Let me know if we could book tickets for that concert happening next month
CUST031374|Travel Loan|894000|2024-05-08|We are awaiting your confirmation that there are no pending items before the closure of this phase
CUST032834|Travel Loan|505000|2024-08-01|I am writing to follow up that all compliance requirements have been successfully met
CUST012088|Top-Up Loan|618000|2024-05-18|You should definitely join we could go on a spontaneous road trip without much planning
CUST082694|Top-Up Loan|136000|2025-03-18|Thinking we should we could hang out by the beach before it gets colder again
CUST023662|Personal Loan|433000|2024-07-20|It would be awesome if we could check out that new movie you mentioned last month
CUST001178|Auto Loan|583000|2025-02-01|Thank you for your attention that all compliance requirements have been successfully met
CUST057227|Top-Up Loan|976000|2024-05-15|Hey I was thinking we could go for a hike if the weather stays good
CUST041509|Auto Loan|964000|2025-03-23|Thinking we should we could go on a spontaneous road trip without much planning
CUST056431|Auto Loan|178000|2025-04-11|I finally got time to we could hang out by the beach before it gets colder again
CUST048471|Auto Loan|721000|2025-01-29|Just wanted to say we could grab dinner sometime this week and catch up properly
CUST051818|Loan Against Deposit|33000|2025-02-24|It has been way too long since we could go on a spontaneous road trip without much planning
CUST035595|Home Loan|343000|2024-12-26|I am writing to follow up that your valuable feedback is shared with the broader management team
CUST000650|Top-Up Loan|241000|2024-08-08|The requested documents have been prepared and that the invoice details are correctly reflected in your records
CUST016965|Home Loan|71000|2025-01-30|Let me know if we could try that new pizza place everyone keeps recommending
CUST022083|Personal Loan|765000|2024-08-18|I finally got time to we could start working on that project idea we joked about earlier
CUST023018|Home Loan|526000|2024-05-09|I would like to inform you that we maintain open communication during the implementation period
CUST049627|Business Loan|454000|2024-08-06|It would be awesome if we could go on a spontaneous road trip without much planning
CUST037160|Medical Loan|24000|2024-09-25|Please ensure that that the revised contract terms are reviewed and accepted
CUST081882|Top-Up Loan|137000|2024-06-18|We are awaiting your confirmation that your valuable feedback is shared with the broader management team
CUST058902|Education Loan|428000|2025-01-28|We seriously need to we could try that new pizza place everyone keeps recommending
CUST078915|Education Loan|438000|2025-03-22|I finally got time to we could go on a spontaneous road trip without much planning
CUST095370|Medical Loan|97000|2025-01-08|Maybe we can plan something we could grab dinner sometime this week and catch up properly
CUST083957|Loan Against Deposit|841000|2025-03-13|We are awaiting your confirmation that the project deliverables are submitted by the upcoming deadline
CUST009846|Travel Loan|947000|2025-01-08|I am writing to follow up that your valuable feedback is shared with the broader management team
CUST071273|Loan Against Deposit|105000|2025-02-09|Just wanted to say we could go on a spontaneous road trip without much planning
CUST005113|Business Loan|193000|2024-05-23|We should arrange a meeting that the revised contract terms are reviewed and accepted
CUST052604|Business Loan|63000|2024-09-08|We seriously need to we could book tickets for that concert happening next month
CUST057316|Education Loan|669000|2025-04-06|I am writing to follow up that the revised contract terms are reviewed and accepted
CUST006806|Travel Loan|965000|2024-11-11|I am writing to follow up that all compliance requirements have been successfully met
CUST036688|Education Loan|984000|2024-05-30|Thinking we should we could spend a lazy Sunday just binge-watching old shows
CUST087713|Travel Loan|700000|2025-02-11|Kindly let me know that all compliance requirements have been successfully met
CUST027401|Auto Loan|371000|2024-11-18|We should arrange a meeting that your valuable feedback is shared with the broader management team
CUST014464|Home Loan|344000|2024-10-18|I finally got time to we could go on a spontaneous road trip without much planning
CUST032625|Personal Loan|18000|2024-10-07|We should arrange a meeting that the invoice details are correctly reflected in your records
CUST007459|Personal Loan|616000|2024-05-10|I would like to inform you that your valuable feedback is shared with the broader management team
CUST094142|Medical Loan|880000|2025-02-09|Hey I was thinking we could host a small get-together at my place this weekend
CUST071279|Education Loan|222000|2025-04-11|It would be greatly appreciated if that we maintain open communication during the implementation period
CUST050739|Personal Loan|576000|2024-07-31|It would be awesome if we could go on a spontaneous road trip without much planning
CUST085504|Home Loan|276000|2024-09-11|The requested documents have been prepared and that we maintain open communication during the implementation period
CUST072421|Medical Loan|975000|2025-01-12|Hey I was thinking we could book tickets for that concert happening next month
CUST013858|Travel Loan|729000|2024-05-10|It would be greatly appreciated if that the scheduled timeline for the project remains unchanged
CUST069943|Home Loan|707000|2024-07-08|It has been way too long since we could grab dinner sometime this week and catch up properly
CUST036363|Loan Against Deposit|83000|2024-06-14|Just wanted to say we could go for a hike if the weather stays good
CUST008233|Home Loan|142000|2024-10-03|It would be greatly appreciated if that all compliance requirements have been successfully met
CUST078851|Top-Up Loan|935000|2025-02-14|I am writing to follow up that the scheduled timeline for the project remains unchanged
CUST094712|Home Loan|968000|2024-09-19|I am writing to follow up that the scheduled timeline for the project remains unchanged
CUST063283|Top-Up Loan|871000|2024-05-15|Let me know if we could go on a spontaneous road trip without much planning
CUST098326|Personal Loan|941000|2025-04-02|Thinking we should we could go on a spontaneous road trip without much planning
CUST089368|Top-Up Loan|17000|2024-11-15|It would be greatly appreciated if that the updated policy guidelines have been distributed to all departments
CUST016219|Travel Loan|890000|2024-05-30|Let me know if we could hang out by the beach before it gets colder again
CUST065792|Top-Up Loan|30000|2024-08-19|Please do not hesitate to reach out that there are no pending items before the closure of this phase
CUST080731|Auto Loan|561000|2025-04-08|Let me know if we could go on a spontaneous road trip without much planning
CUST047872|Auto Loan|639000|2024-11-29|The requested documents have been prepared and that all compliance requirements have been successfully met
CUST002397|Personal Loan|867000|2025-01-03|I would like to inform you that the project deliverables are submitted by the upcoming deadline
CUST013131|Loan Against Deposit|302000|2025-02-24|Just wanted to say we could go on a spontaneous road trip without much planning
CUST017223|Loan Against Deposit|79000|2024-11-28|Hey I was thinking we could try that new pizza place everyone keeps recommending
CUST038158|Top-Up Loan|156000|2025-03-23|We seriously need to we could go for a hike if the weather stays good
CUST037510|Credit Card Loan|960000|2025-03-31|I am writing to follow up that the project deliverables are submitted by the upcoming deadline
CUST021363|Medical Loan|789000|2025-03-30|It would be awesome if we could grab dinner sometime this week and catch up properly
CUST027227|Top-Up Loan|531000|2024-12-12|Thank you for your attention that all compliance requirements have been successfully met
CUST008449|Personal Loan|460000|2024-06-19|It would be greatly appreciated if that we maintain open communication during the implementation period
CUST058289|Personal Loan|599000|2024-08-31|We seriously need to we could hang out by the beach before it gets colder again
CUST027887|Travel Loan|208000|2024-11-23|Thank you for your attention that your valuable feedback is shared with the broader management team
CUST053398|Personal Loan|475000|2024-07-27|It has been way too long since we could go for a hike if the weather stays good
CUST036369|Top-Up Loan|609000|2024-08-08|Thinking we should we could check out that new movie you mentioned last month
CUST062543|Education Loan|491000|2024-09-11|It has been way too long since we could start working on that project idea we joked about earlier
CUST031716|Personal Loan|404000|2024-05-28|It would be awesome if we could go for a hike if the weather stays good
CUST098373|Top-Up Loan|919000|2024-06-02|It would be awesome if we could go for a hike if the weather stays good
CUST050195|Business Loan|193000|2024-12-05|Hey I was thinking we could spend a lazy Sunday just binge-watching old shows
CUST021055|Auto Loan|339000|2024-05-06|It would be awesome if we could go for a hike if the weather stays good
CUST016501|Loan Against Deposit|430000|2025-01-13|I finally got time to we could book tickets for that concert happening next month
CUST075080|Credit Card Loan|55000|2025-04-03|Kindly let me know that we maintain open communication during the implementation period
CUST073814|Education Loan|467000|2024-10-26|I am writing to follow up that all compliance requirements have been successfully met
CUST085487|Loan Against Deposit|658000|2024-06-13|Thank you for your attention that all compliance requirements have been successfully met
CUST086701|Education Loan|477000|2024-09-29|I am writing to follow up that there are no pending items before the closure of this phase
CUST033783|Medical Loan|813000|2025-01-14|I would like to inform you that the updated policy guidelines have been distributed to all departments
CUST061402|Education Loan|919000|2025-03-12|It has been way too long since we could grab dinner sometime this week and catch up properly
CUST060420|Auto Loan|107000|2024-10-14|I am writing to follow up that the updated policy guidelines have been distributed to all departments
CUST012298|Medical Loan|90000|2025-02-04|It would be greatly appreciated if that we maintain open communication during the implementation period
CUST097301|Travel Loan|96000|2024-10-17|I am writing to follow up that your comments are incorporated into the final version of the agreement
CUST003259|Personal Loan|290000|2024-05-27|We seriously need to we could spend a lazy Sunday just binge-watching old shows
CUST000579|Travel Loan|696000|2024-06-22|Just wanted to say we could hang out by the beach before it gets colder again
CUST084666|Home Loan|886000|2024-12-03|We are awaiting your confirmation that there are no pending items before the closure of this phase
CUST056453|Travel Loan|534000|2025-01-22|Maybe we can plan something we could book tickets for that concert happening next month
CUST092040|Personal Loan|364000|2024-12-17|Please do not hesitate to reach out that your comments are incorporated into the final version of the agreement
CUST054774|Credit Card Loan|678000|2025-03-09|You should definitely join we could spend a lazy Sunday just binge-watching old shows
CUST091431|Top-Up Loan|673000|2024-10-30|I finally got time to we could go on a spontaneous road trip without much planning
CUST030519|Top-Up Loan|727000|2024-07-31|Please ensure that that the project deliverables are submitted by the upcoming deadline
CUST012602|Credit Card Loan|917000|2024-10-17|I am writing to follow up that the updated policy guidelines have been distributed to all departments
CUST035559|Home Loan|383000|2025-01-01|Hey I was thinking we could spend a lazy Sunday just binge-watching old shows
